inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,16.48528137423857,16.571067811865476,16.692388155425117,18.192388155425117,inf,7.156854249492381,5.656854249492381,5.742640687119286,4.82842712474619,5.242640687119285,4.82842712474619,5.242640687119285,6.32842712474619,7.449747468305834,6.742640687119285,6.65685424949238,7.65685424949238,8.65685424949238,9.65685424949238,11.15685424949238,inf
inf,13.985281374238571,14.571067811865476,15.399494936611665,17.399494936611667,inf,6.742640687119286,5.242640687119286,4.242640687119286,3.82842712474619,4.414213562373095,3.82842712474619,3.914213562373095,4.32842712474619,4.949747468305834,5.242640687119285,6.242640687119285,7.742640687119285,8.242640687119286,9.242640687119286,10.242640687119286,inf
inf,12.485281374238571,12.571067811865476,inf,17.52081528017131,inf,7.82842712474619,5.32842712474619,3.8284271247461903,2.8284271247461903,2.414213562373095,4.242640687119286,2.414213562373095,2.8284271247461903,3.82842712474619,4.82842712474619,5.82842712474619,6.82842712474619,7.82842712474619,8.82842712474619,9.82842712474619,inf
inf,12.071067811865476,11.071067811865476,inf,inf,inf,7.449747468305833,6.242640687119286,4.242640687119286,3.414213562373095,1.4142135623730951,inf,1.4142135623730951,2.414213562373095,4.414213562373095,5.242640687119285,6.242640687119285,7.242640687119285,8.742640687119284,9.242640687119286,10.242640687119286,inf
inf,12.485281374238571,11.15685424949238,9.65685424949238,8.65685424949238,7.656854249492381,7.82842712474619,5.32842712474619,3.8284271247461903,2.8284271247461903,inf,0,inf,3.5355339059327378,3.82842712474619,5.32842712474619,6.65685424949238,7.65685424949238,9.15685424949238,11.242640687119286,12.071067811865476,inf
inf,13.278174593052022,inf,10.071067811865476,9.071067811865476,7.742640687119286,6.242640687119286,5.242640687119286,5.656854249492381,3.8284271247461903,inf,inf,2.8284271247461903,4.82842712474619,4.82842712474619,5.949747468305833,7.449747468305833,8.778174593052022,9.071067811865476,10.071067811865476,11.571067811865476,inf
inf,14.778174593052022,12.65685424949238,10.15685424949238,8.65685424949238,7.656854249492381,6.656854249492381,inf,5.242640687119286,4.82842712474619,5.242640687119286,6.82842712474619,4.82842712474619,5.656854249492381,5.82842712474619,6.242640687119285,7.242640687119285,8.242640687119284,9.742640687119284,10.485281374238571,11.485281374238571,inf
inf,14.571067811865476,12.571067811865476,10.571067811865476,9.071067811865476,8.778174593052023,inf,6.656854249492381,inf,6.32842712474619,6.742640687119286,7.65685424949238,5.82842712474619,6.242640687119285,6.82842712474619,7.242640687119285,7.65685424949238,8.65685424949238,9.65685424949238,10.65685424949238,11.65685424949238,inf
inf,14.606601717798213,13.192388155425117,11.192388155425117,10.071067811865476,10.278174593052023,inf,inf,8.071067811865476,8.32842712474619,8.242640687119286,8.65685424949238,6.82842712474619,7.242640687119285,8.32842712474619,8.742640687119284,inf,inf,inf,inf,inf,inf
inf,13.485281374238571,12.485281374238571,11.485281374238571,11.071067811865476,11.778174593052023,10.485281374238571,9.485281374238571,9.571067811865476,9.485281374238571,9.242640687119286,8.949747468305834,8.32842712474619,9.242640687119284,8.65685424949238,10.65685424949238,11.571067811865474,14.071067811865474,16.571067811865476,18.571067811865476,20.071067811865476,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
